URI_Length,GET_Length,POST_Length,URI_Entropy,GET_Entropy,POST_Entropy,Numeric_Text_Ratio,Special_Char_Count,label
24,22,0,4.0221,3.8454,0.0,0.3333,16,1
52,38,0,4.219,3.8854,0.0,0.026,13,0
41,30,0,4.3522,3.7996,0.0,0.5185,17,1
25,18,40,4.1035,3.7255,4.2276,0.0294,15,0
11,9,0,3.2776,2.9477,0.0,0.0,4,0
6,0,0,2.585,0.0,0.0,0.0,1,0
27,20,0,4.2825,3.9219,0.0,0.129,14,1
29,18,40,4.0994,3.7255,4.2153,0.0282,16,0
41,34,0,4.705,4.3594,0.0,0.0816,18,1
20,11,40,3.9219,3.2776,4.1939,0.1071,15,0
64,57,0,4.8473,4.679,0.0,0.043,16,1
13,0,0,3.5466,0.0,0.0,0.0,2,0
26,16,0,3.8543,3.3278,0.0,0.0588,8,0
42,35,0,4.4516,4.3357,0.0,0.0,12,1
64,57,0,4.8785,4.679,0.0,0.043,16,1
32,23,0,3.9681,3.7081,0.0,0.0,12,1
42,34,0,4.5945,4.3594,0.0,0.08,18,1
13,6,0,3.5466,2.585,0.0,0.1333,4,0
31,24,0,3.8213,3.4387,0.0,0.0,24,1
32,22,0,4.1556,3.8454,0.0,0.25,16,1
30,19,0,3.7899,3.3264,0.0,0.0,9,0
10,0,0,2.9219,0.0,0.0,0.0,2,0
40,32,0,4.0373,3.9292,0.0,0.0333,12,0
39,30,0,4.3311,3.7996,0.0,0.5283,16,1
47,41,0,4.4509,4.1411,0.0,0.1714,18,1
9,0,48,3.1699,0.0,4.2563,0.0217,11,1
25,18,0,3.8937,3.6144,0.0,0.0,8,0
36,26,40,3.9823,3.7381,4.1842,0.0241,19,0
37,30,0,4.0468,3.7647,0.0,0.093,24,1
31,24,0,4.2084,3.9702,0.0,0.0,14,1
42,33,0,3.6558,3.384,0.0,0.0,34,1
20,10,0,3.5842,3.1219,0.0,0.0,4,0
43,33,0,3.8521,3.384,0.0,0.0,34,1
30,20,0,4.1647,3.7842,0.0,0.0513,9,0
23,16,40,3.8492,3.5,4.1848,0.0625,15,0
23,9,0,3.882,2.9477,0.0,0.0,5,0
16,6,0,3.75,2.585,0.0,0.1111,4,0
28,22,0,3.8693,3.4817,0.0,0.1053,12,0
50,40,0,3.9133,3.8276,0.0,0.0,12,0
41,30,0,4.1804,3.7647,0.0,0.087,25,1
41,34,0,4.6866,4.3594,0.0,0.0816,18,1
1,0,39,-0.0,0.0,3.9772,0.0,11,1
19,10,0,3.5766,3.1219,0.0,0.0,4,0
49,35,40,4.1813,3.829,4.2464,0.0192,20,0
45,36,40,4.0992,3.7663,4.0226,0.0392,19,0
36,30,0,4.2472,3.7996,0.0,0.56,16,1
40,30,0,4.3062,4.1614,0.0,0.04,16,1
38,28,0,4.1814,3.9947,0.0,0.1111,12,0
9,0,0,2.7255,0.0,0.0,0.0,1,0
42,35,0,4.4516,4.3357,0.0,0.0,12,1
16,10,0,3.7028,3.1219,0.0,0.0,4,0
7,0,47,2.8074,0.0,4.3901,0.3182,10,1
43,33,0,3.8521,3.384,0.0,0.0,34,1
37,27,0,4.0468,3.9582,0.0,0.0444,19,1
6,0,47,2.585,0.0,4.3901,0.3256,10,1
45,38,0,4.2248,4.0407,0.0,0.0282,12,0
16,6,40,3.75,2.585,4.2439,0.0784,11,0
28,21,0,4.1375,3.8209,0.0,0.0,8,1
51,41,0,4.3492,4.1411,0.0,0.1622,18,1
44,30,0,4.311,3.7647,0.0,0.0816,25,1
16,9,40,3.75,2.7255,4.2653,0.037,11,0
18,8,0,3.4613,2.75,0.0,0.0,4,0
28,18,0,4.0661,3.3921,0.0,0.0,9,0
34,24,0,4.1944,3.9702,0.0,0.0,14,1
9,0,0,2.7255,0.0,0.0,0.0,1,0
35,21,0,4.2973,3.4992,0.0,0.0,11,1
9,0,55,2.7255,0.0,4.4798,0.2407,10,1
6,0,47,2.585,0.0,4.3901,0.3256,10,1
14,8,0,3.3788,2.75,0.0,0.0,4,0
49,35,0,4.4665,4.3357,0.0,0.0,13,1
42,34,40,4.3001,4.1607,4.0964,0.1031,19,0
8,0,39,3.0,0.0,3.9772,0.0,11,1
30,20,0,3.7899,3.5464,0.0,0.0,8,0
36,26,0,4.3156,4.1039,0.0,0.04,12,0
7,0,0,2.8074,0.0,0.0,0.0,1,0
32,22,0,3.9261,3.6069,0.0,0.129,19,1
50,36,0,3.9823,3.4569,0.0,0.209,19,1
45,34,0,4.0302,3.7604,0.0,0.0,13,0
34,24,0,4.1944,3.9702,0.0,0.0,14,1
31,20,40,3.9134,3.5464,4.1628,0.0253,12,0
31,24,0,3.8213,3.4387,0.0,0.0,24,1
33,23,0,4.0179,3.7081,0.0,0.0,13,1
42,36,0,3.8312,3.4569,0.0,0.2333,18,1
41,33,0,4.1899,4.0667,0.0,0.0,26,1
15,8,40,3.3232,2.75,4.1251,0.0385,11,0
40,30,0,4.2118,4.1614,0.0,0.04,16,1
12,6,0,3.4183,2.585,0.0,0.1429,4,0
32,22,0,4.1556,3.8454,0.0,0.25,16,1
34,24,0,3.7382,3.4387,0.0,0.0,24,1
37,30,0,4.0468,3.7647,0.0,0.093,24,1
67,57,0,4.838,4.679,0.0,0.0417,16,1
32,22,0,4.3278,3.7544,0.0,0.25,16,1
40,38,0,4.2012,4.0682,0.0,0.4194,16,1
12,10,40,3.4183,3.1219,4.2653,0.0392,11,0
9,0,0,2.4194,0.0,0.0,0.0,2,0
15,9,40,3.5069,2.9477,4.1751,0.0377,11,0
41,35,0,4.473,4.3357,0.0,0.0,12,1
38,30,0,4.1883,3.7647,0.0,0.0909,24,1
9,0,0,2.9477,0.0,0.0,0.0,1,0
37,23,0,4.263,3.7951,0.0,0.0,9,0
41,31,0,4.0609,3.8245,0.0,0.0,14,1
9,0,40,2.7255,0.0,4.2464,0.0488,8,0
6,0,48,2.585,0.0,4.2563,0.0233,11,1
30,21,0,4.1232,3.8209,0.0,0.0,8,1
28,21,0,3.9502,3.4992,0.0,0.0,10,1
6,0,0,2.585,0.0,0.0,0.0,1,0
43,33,0,4.1757,4.0667,0.0,0.0,27,1
31,21,0,4.0392,3.8209,0.0,0.0,8,1
35,28,0,4.3433,4.1106,0.0,0.1569,12,0
13,0,0,3.5466,0.0,0.0,0.0,2,0
16,6,0,3.875,2.585,0.0,0.1111,4,0
24,14,40,3.7516,3.3788,4.2464,0.0645,16,0
30,23,0,4.1647,3.969,0.0,0.0444,8,0
37,23,0,4.52,4.1757,0.0,0.0465,17,1
41,30,0,4.4218,4.1614,0.0,0.04,17,1
45,36,0,3.857,3.4569,0.0,0.2222,18,1
68,57,0,4.9305,4.679,0.0,0.0417,17,1
32,30,0,4.3011,4.1614,0.0,0.0476,16,1
17,6,0,3.8522,2.585,0.0,0.3333,5,0
31,23,0,4.3492,4.1757,0.0,0.0526,16,1
40,33,0,3.6108,3.384,0.0,0.0,34,1
8,0,0,3.0,0.0,0.0,0.0,1,0
39,32,40,4.2143,3.9445,4.1776,0.0435,19,0
33,23,0,4.2714,4.1757,0.0,0.05,16,1
5,0,48,2.3219,0.0,4.2563,0.0238,11,1
30,21,0,3.9484,3.4992,0.0,0.0,10,1
43,33,0,3.8521,3.384,0.0,0.0,34,1
43,33,0,3.6774,3.384,0.0,0.0,34,1
23,13,0,3.654,3.3927,0.0,0.0741,9,0
9,0,0,3.1699,0.0,0.0,0.0,1,0
32,30,0,3.9619,3.7996,0.0,0.6087,16,1
41,34,0,4.6866,4.3594,0.0,0.0816,18,1
45,36,40,4.0556,3.8219,4.1726,0.0392,19,0
12,10,0,3.4183,3.1219,0.0,0.0,4,0
35,33,0,3.4454,3.384,0.0,0.0,34,1
42,33,0,4.2728,4.0667,0.0,0.0,26,1
30,22,0,4.0566,3.6978,0.0,0.1333,18,1
42,33,0,3.6558,3.384,0.0,0.0,34,1
33,31,0,4.0061,3.8489,0.0,0.0385,12,0
31,24,0,3.8213,3.4387,0.0,0.0,24,1
26,15,0,4.027,3.6402,0.0,0.1875,9,0
27,20,0,4.2825,3.9219,0.0,0.129,14,1
9,0,0,2.7255,0.0,0.0,0.0,1,0
52,38,0,4.5691,4.0682,0.0,0.3562,17,1
10,0,40,2.9219,0.0,3.9848,0.0488,9,0
9,0,0,2.7255,0.0,0.0,0.0,1,0
39,30,0,4.1117,3.7647,0.0,0.0889,24,1
32,30,0,4.3011,4.1614,0.0,0.0476,16,1
17,8,40,3.6169,2.75,4.1751,0.037,11,0
33,27,0,4.1849,3.7043,0.0,0.5238,18,1
40,31,0,4.0964,3.8245,0.0,0.0,14,1
9,0,0,2.4194,0.0,0.0,0.0,2,0
24,14,40,3.8868,3.4677,4.2751,0.0303,12,0
67,57,0,4.838,4.679,0.0,0.0417,16,1
28,21,0,4.107,3.8209,0.0,0.0,8,1
46,38,0,4.5055,4.0682,0.0,0.3824,16,1
25,17,0,3.8635,3.4992,0.0,0.0,8,0
8,0,40,3.0,0.0,4.0939,0.05,8,0
33,23,0,4.0179,3.7081,0.0,0.0,12,1
42,33,0,4.2728,4.0667,0.0,0.0,26,1
35,27,0,4.0931,3.9582,0.0,0.0455,18,1
31,21,0,4.0794,3.8209,0.0,0.0,8,1
33,23,0,4.2455,4.1757,0.0,0.0513,17,1
41,30,0,4.1804,3.7647,0.0,0.087,25,1
34,24,0,3.5869,3.4387,0.0,0.0,25,1
31,21,0,4.1037,4.0114,0.0,0.0465,9,0
48,34,0,4.7304,4.3006,0.0,0.0727,19,1
32,23,0,3.9681,3.7081,0.0,0.0,12,1
20,10,40,3.5842,3.1219,4.2251,0.0339,11,0
26,16,40,4.1329,3.75,4.3531,0.0282,11,0
17,15,0,2.851,2.5056,0.0,0.4,12,0
43,33,40,4.2398,4.0438,4.1348,0.1237,19,0
29,23,0,3.9783,3.7081,0.0,0.0,12,1
16,5,40,3.5,2.3219,4.2062,0.0408,12,0
32,22,0,4.2889,3.6978,0.0,0.125,18,1
63,57,0,4.8125,4.679,0.0,0.0435,16,1
47,33,0,4.384,4.1044,0.0,0.0597,13,0
37,29,0,4.7026,4.4182,0.0,0.1905,18,1
21,15,0,3.9161,3.5069,0.0,0.1429,8,0
9,0,0,2.4194,0.0,0.0,0.0,2,0
8,0,40,3.0,0.0,4.1062,0.05,8,0
33,23,0,3.8212,3.7081,0.0,0.0,12,1
41,31,0,4.1899,3.9134,0.0,0.0,13,0
22,15,40,4.0049,3.5069,4.1439,0.0645,15,0
17,8,0,3.6169,2.75,0.0,0.0,4,0
6,0,40,2.585,0.0,4.0939,0.0526,8,0
40,30,0,4.3062,4.1614,0.0,0.04,16,1
15,5,0,3.2402,2.3219,0.0,0.0,5,0
6,0,0,2.585,0.0,0.0,0.0,1,0
40,30,0,4.2118,4.1614,0.0,0.04,16,1
34,27,0,4.1356,3.7043,0.0,0.5116,18,1
39,29,0,4.8045,4.4871,0.0,0.1818,18,1
7,0,0,2.8074,0.0,0.0,0.0,1,0
33,31,0,3.8997,3.8245,0.0,0.0,14,1
32,24,0,4.2889,3.9702,0.0,0.0,14,1
35,24,0,4.376,3.9702,0.0,0.0,15,1
28,21,0,3.9372,3.4992,0.0,0.0,10,1
46,38,0,4.5055,4.0682,0.0,0.3824,16,1
32,30,0,4.3011,4.1614,0.0,0.0476,16,1
46,38,0,4.5055,4.0682,0.0,0.3824,16,1
18,8,0,3.6835,2.75,0.0,0.0,5,0
20,10,0,4.1219,3.1219,0.0,0.0909,8,0
30,20,0,3.8729,3.5842,0.0,0.0,8,0
48,38,0,4.3436,4.0682,0.0,0.3768,17,1
31,23,0,4.3492,4.1757,0.0,0.0526,16,1
39,33,0,4.3555,4.0667,0.0,0.0,26,1
1,0,40,-0.0,0.0,4.0964,0.0606,8,0
32,22,0,4.3903,3.8454,0.0,0.25,16,1
34,24,0,4.1134,3.7721,0.0,0.0,9,0
31,22,40,4.0668,3.5383,4.2537,0.0541,19,0
31,21,0,4.0392,3.8209,0.0,0.0,8,1
41,31,0,3.8753,3.8245,0.0,0.0,15,1
6,0,40,2.585,0.0,4.3842,0.0526,8,0
40,30,0,4.4128,4.1614,0.0,0.0408,17,1
25,15,40,4.0235,3.4566,4.1439,0.0299,11,0
37,23,0,4.2735,3.7081,0.0,0.0,13,1
44,33,0,4.0894,3.7556,0.0,0.0,13,0
6,4,0,2.585,2.0,0.0,0.3333,4,0
7,0,0,2.8074,0.0,0.0,0.0,1,0
12,4,40,3.585,2.0,4.1964,0.0889,11,0
28,18,0,3.9677,3.5724,0.0,0.0,8,0
30,20,0,4.1232,3.9219,0.0,0.1212,15,1
19,9,40,3.3919,2.9477,4.2464,0.0351,11,0
1,0,0,-0.0,0.0,0.0,0.0,1,0
15,8,0,3.3232,2.75,0.0,0.0,4,0
19,8,40,3.6819,3.0,4.4153,0.0364,12,0
5,0,34,2.3219,0.0,4.1163,0.0714,8,1
16,6,40,3.875,2.585,4.0037,0.0784,11,0
17,9,40,3.4548,2.9477,3.9939,0.0364,11,0
44,34,0,4.6069,4.3006,0.0,0.0769,18,1
22,8,0,3.9706,2.75,0.0,0.0,5,0
39,30,0,4.1117,3.7647,0.0,0.0889,24,1
41,31,0,4.2411,4.0826,0.0,0.1017,13,0
49,35,0,4.4665,4.3357,0.0,0.0,13,1
32,24,0,3.7303,3.4387,0.0,0.0,24,1
9,0,0,2.9477,0.0,0.0,0.0,1,0
19,11,0,3.8269,3.0958,0.0,0.1818,8,0
28,18,40,3.7265,3.3502,4.0776,0.1818,20,0
29,22,0,4.2113,3.8797,0.0,0.1538,12,0
34,24,0,4.0653,3.9183,0.0,0.0,8,0
8,6,40,3.0,2.585,4.2939,0.093,11,0
6,0,0,2.585,0.0,0.0,0.0,1,0
31,21,0,3.9134,3.5585,0.0,0.0,8,0
28,14,0,4.2359,3.6645,0.0,0.0606,9,0
63,57,0,4.8125,4.679,0.0,0.0435,16,1
20,10,0,3.5842,3.1219,0.0,0.0,4,0
37,27,0,4.2807,3.7043,0.0,0.4783,18,1
24,22,0,4.0221,3.8454,0.0,0.3333,16,1
29,18,0,4.0213,3.3502,0.0,0.1765,13,0
14,4,0,3.0391,2.0,0.0,0.1538,5,0
8,0,40,3.0,0.0,4.1939,0.05,8,0
39,33,0,3.601,3.384,0.0,0.0,34,1
6,0,0,2.585,0.0,0.0,0.0,1,0
36,26,0,3.8984,3.5654,0.0,0.0,12,0
12,5,0,3.585,2.3219,0.0,0.3077,4,0
29,23,40,4.1592,3.969,4.1653,0.0519,15,0
31,23,0,3.7844,3.5342,0.0,0.0,8,0
18,9,0,3.7255,2.9477,0.0,0.0,4,0
43,33,0,4.4495,4.2942,0.0,0.04,18,1
37,30,0,4.4224,4.1614,0.0,0.0426,16,1
38,36,0,3.6251,3.4569,0.0,0.25,18,1
31,24,0,3.8213,3.4387,0.0,0.0,24,1
44,30,0,4.5555,4.1614,0.0,0.0377,17,1
5,0,0,2.3219,0.0,0.0,0.0,1,0
42,35,0,4.4929,4.3357,0.0,0.0,12,1
24,16,0,3.8868,3.75,0.0,0.0,4,0
32,30,0,3.9292,3.7647,0.0,0.1053,24,1
30,20,0,4.1232,3.9219,0.0,0.1212,15,1
25,16,0,4.0537,3.625,0.0,0.0606,8,0
67,57,0,4.838,4.679,0.0,0.0417,16,1
46,36,0,3.7588,3.4569,0.0,0.2222,19,1
22,13,0,4.0049,3.5466,0.0,0.1481,8,0
6,0,0,2.585,0.0,0.0,0.0,1,0
43,33,0,3.8521,3.384,0.0,0.0,34,1
40,30,0,4.2118,4.1614,0.0,0.04,16,1
38,31,0,4.1486,3.8245,0.0,0.0,14,1
40,30,0,4.1726,3.7996,0.0,0.5283,17,1
33,22,0,4.3549,3.6978,0.0,0.125,19,1
37,23,40,4.3915,3.969,4.1251,0.0476,16,0
47,41,0,4.4509,4.1411,0.0,0.1714,18,1
18,8,0,3.6144,2.75,0.0,0.0,4,0
48,38,0,4.427,4.0682,0.0,0.3714,16,1
44,38,0,4.3951,4.0682,0.0,0.3939,16,1
29,22,0,4.3232,3.8454,0.0,0.2759,16,1
17,6,40,3.6169,2.585,4.1628,0.0784,12,0
19,9,40,3.3661,2.9477,3.9939,0.0357,12,0
41,33,0,4.1899,4.0667,0.0,0.0,26,1
41,31,0,4.0913,3.8245,0.0,0.0,14,1
11,9,0,3.4594,3.1699,0.0,0.0,4,0
38,28,40,4.1357,3.8154,4.3342,0.069,19,0
31,21,0,3.7049,3.5585,0.0,0.0,8,0
12,4,0,3.585,2.0,0.0,0.1667,4,0
13,0,0,3.5466,0.0,0.0,0.0,2,0
32,23,40,4.0778,3.6753,4.0939,0.0789,19,0
41,27,0,4.2715,3.9121,0.0,0.0727,13,0
29,27,0,4.0473,3.9582,0.0,0.0526,18,1
26,15,0,3.7193,3.3736,0.0,0.0,5,0
16,6,0,3.875,2.585,0.0,0.1111,4,0
40,30,0,4.3414,3.7996,0.0,0.5185,16,1
27,19,0,4.1343,3.8924,0.0,0.0526,8,0
32,30,0,3.9292,3.7647,0.0,0.1053,24,1
33,24,0,4.3171,3.9702,0.0,0.0,14,1
25,19,0,3.6431,3.2211,0.0,0.0,8,0
37,31,0,4.1008,3.8245,0.0,0.0,14,1
13,0,0,3.5466,0.0,0.0,0.0,2,0
19,12,0,4.0374,3.4183,0.0,0.2609,8,0
32,22,40,4.1639,3.8797,4.2531,0.0526,16,0
33,24,0,4.3171,3.9702,0.0,0.0,14,1
38,30,0,4.1883,3.7647,0.0,0.0909,24,1
40,33,40,3.9587,3.7297,4.2842,0.0217,19,0
30,21,0,3.9647,3.4633,0.0,0.2051,12,0
13,0,48,3.5466,0.0,4.2563,0.0204,12,1
42,32,0,4.0736,3.8667,0.0,0.0328,13,0
44,34,0,4.0555,3.8,0.0,0.0,13,0
32,22,0,4.3903,3.8454,0.0,0.25,16,1
26,16,0,3.9462,3.75,0.0,0.0,5,0
19,9,0,3.3919,2.9477,0.0,0.0,4,0
7,0,55,2.8074,0.0,4.4798,0.25,10,1
11,9,0,3.2776,2.9477,0.0,0.0,4,0
14,8,40,3.5216,2.75,4.1939,0.0392,11,0
63,57,0,4.8125,4.679,0.0,0.0435,16,1
9,0,0,2.9477,0.0,0.0,0.0,1,0
41,27,0,4.4218,3.7043,0.0,0.449,19,1
6,0,0,2.585,0.0,0.0,0.0,1,0
7,0,47,2.8074,0.0,4.3901,0.3182,10,1
39,33,0,3.601,3.384,0.0,0.0,34,1
37,29,0,4.7566,4.4871,0.0,0.1905,18,1
26,24,0,3.5035,3.4387,0.0,0.0,24,1
27,21,0,3.9582,3.4992,0.0,0.0,10,1
41,30,0,4.1804,3.7647,0.0,0.087,25,1
40,30,0,4.1276,3.7647,0.0,0.0889,25,1
20,14,0,3.6842,3.3788,0.0,0.0769,8,0
45,35,0,4.3916,4.3357,0.0,0.0,12,1
33,23,0,3.9802,3.7951,0.0,0.0,9,0
48,40,0,4.0663,3.9185,0.0,0.0,12,0
29,19,0,3.9354,3.4714,0.0,0.0,8,0
40,30,0,4.0464,3.7647,0.0,0.087,24,1
41,31,0,3.9913,3.8245,0.0,0.0,14,1
25,15,40,3.8937,3.4566,4.0471,0.0299,11,0
9,0,40,2.9477,0.0,4.2128,0.0488,8,0
28,22,0,4.1375,3.6978,0.0,0.1429,18,1
19,12,40,3.7871,3.085,4.2153,0.0714,15,0
17,7,40,3.5725,2.8074,4.2226,0.0377,11,0
13,0,0,3.5466,0.0,0.0,0.0,2,0
39,28,0,4.2143,3.9947,0.0,0.1111,13,0
6,0,0,2.585,0.0,0.0,0.0,1,0
14,8,0,3.5216,3.0,0.0,0.0,4,0
44,33,0,3.703,3.384,0.0,0.0,35,1
14,4,0,3.6645,2.0,0.0,0.1429,4,0
1,0,55,-0.0,0.0,4.4798,0.2826,10,1
10,0,0,2.9219,0.0,0.0,0.0,2,0
39,29,0,3.9579,3.6673,0.0,0.0,12,0
44,34,0,4.6524,4.3594,0.0,0.0784,19,1
26,24,0,3.8441,3.6573,0.0,0.1053,12,0
6,4,40,2.585,2.0,4.2842,0.1026,11,0
39,33,40,4.0453,3.8094,3.9464,0.0215,19,0
23,13,0,3.4642,2.9312,0.0,0.1481,9,0
32,22,0,4.0542,3.6978,0.0,0.125,18,1
34,24,0,3.7382,3.4387,0.0,0.0,24,1
33,26,0,3.8997,3.5843,0.0,0.0426,12,0
34,24,0,3.8337,3.4387,0.0,0.0,24,1
12,6,0,3.585,2.585,0.0,0.4286,4,0
37,31,40,3.9927,3.7166,4.2251,0.0215,15,0
47,37,40,3.989,3.733,4.2842,0.019,19,0
9,0,0,2.4194,0.0,0.0,0.0,2,0
44,33,0,4.3088,4.0667,0.0,0.0,27,1
64,57,0,4.8785,4.679,0.0,0.043,16,1
9,0,0,2.4194,0.0,0.0,0.0,2,0
19,12,0,3.9321,3.4183,0.0,0.2609,8,0
26,24,0,4.1329,3.9702,0.0,0.0,14,1
9,0,40,2.4194,0.0,4.2751,0.05,9,0
15,5,0,3.1899,2.3219,0.0,0.2667,5,0
28,22,40,3.9677,3.6412,4.0751,0.0533,15,0
32,22,0,4.3278,3.8454,0.0,0.25,16,1
39,33,0,4.3555,4.0667,0.0,0.0,26,1
9,0,0,2.9477,0.0,0.0,0.0,1,0
39,25,0,4.1756,3.6235,0.0,0.0,13,0
37,27,0,4.2807,3.7043,0.0,0.4783,18,1
29,21,40,4.0213,3.6897,4.2153,0.0845,19,0
42,33,0,3.6558,3.384,0.0,0.0,34,1
42,34,0,3.8176,3.635,0.0,0.0,12,0
32,21,0,4.1761,3.8209,0.0,0.0,9,1
37,27,0,4.2807,3.7043,0.0,0.4783,18,1
32,30,0,3.9292,3.7647,0.0,0.1053,24,1
14,4,0,3.3788,2.0,0.0,0.1429,4,0
13,4,40,3.5466,2.0,4.3128,0.087,11,0
33,19,0,4.2714,3.6819,0.0,0.1026,13,0
6,0,0,2.585,0.0,0.0,0.0,1,0
38,28,0,4.1158,4.0391,0.0,0.037,12,0
44,35,0,4.4646,4.3357,0.0,0.0,12,1
31,21,0,4.3216,3.8209,0.0,0.0,8,1
36,30,0,4.2472,3.7996,0.0,0.56,16,1
32,23,0,4.3903,4.1757,0.0,0.0513,16,1
42,35,0,4.4929,4.3357,0.0,0.0,12,1
31,21,0,3.9378,3.6538,0.0,0.1538,13,0
39,29,0,4.8045,4.4871,0.0,0.1818,18,1
22,8,40,3.9706,2.75,4.3653,0.0345,12,0
40,33,0,3.5797,3.384,0.0,0.0,34,1
38,28,0,4.2012,4.1106,0.0,0.0741,12,0
29,27,0,4.0044,3.838,0.0,0.0417,8,0
37,31,0,4.1008,3.8245,0.0,0.0,14,1
37,27,0,4.0468,3.9582,0.0,0.0444,19,1
20,9,40,3.6464,2.9477,4.0251,0.0351,12,0
6,4,40,2.585,2.0,4.2653,0.1026,11,0
29,19,40,3.7975,3.5766,4.1464,0.0278,16,0
6,0,47,2.585,0.0,4.3901,0.3256,10,1
19,17,0,3.7871,3.5725,0.0,0.0714,8,0
26,24,0,4.1329,3.9702,0.0,0.0,14,1
19,9,0,3.7216,2.281,0.0,0.2,8,0
31,29,0,4.0826,3.9263,0.0,0.0,8,0
26,20,0,3.7381,3.3464,0.0,0.0,8,0
30,20,0,4.1647,3.9219,0.0,0.1176,14,1
33,23,0,4.2714,4.1757,0.0,0.05,16,1
16,5,0,3.75,2.3219,0.0,0.25,5,0
18,8,40,3.4613,2.75,4.3653,0.0364,11,0
13,0,39,3.5466,0.0,3.9772,0.0,12,1
35,24,0,3.8214,3.4387,0.0,0.0,25,1
22,16,0,3.9706,3.75,0.0,0.0,4,0
44,30,0,4.311,3.7647,0.0,0.0816,25,1
35,21,0,4.2973,3.4992,0.0,0.0,11,1
44,30,0,4.5555,4.1614,0.0,0.0377,17,1
26,24,0,4.1329,3.9702,0.0,0.0,14,1
40,30,0,4.0464,3.7647,0.0,0.087,24,1
39,30,0,4.1117,3.7647,0.0,0.0889,24,1
46,32,40,4.2162,3.7806,4.3842,0.0408,20,0
19,5,0,3.9321,2.3219,0.0,0.2105,5,0
6,0,0,2.585,0.0,0.0,0.0,1,0
24,22,0,4.0221,3.8454,0.0,0.3333,16,1
43,33,0,3.8521,3.384,0.0,0.0,34,1
32,24,0,4.2889,3.9702,0.0,0.0,14,1
67,57,0,4.8194,4.679,0.0,0.0417,16,1
40,30,0,4.0653,3.7647,0.0,0.087,24,1
9,0,0,3.1699,0.0,0.0,0.0,1,0
6,0,40,2.585,0.0,3.9257,0.0526,8,0
5,0,0,2.3219,0.0,0.0,0.0,1,0
40,30,0,4.4464,4.1614,0.0,0.04,16,1
15,8,0,3.3736,2.75,0.0,0.0,4,0
7,0,40,2.8074,0.0,4.1342,0.0513,8,0
35,25,40,3.9789,3.7533,4.2276,0.0494,19,0
33,27,0,4.1849,3.7043,0.0,0.5238,18,1
40,30,0,4.4128,4.1614,0.0,0.0408,17,1
45,34,0,4.7807,4.3594,0.0,0.0769,19,1
33,22,0,4.4532,3.8454,0.0,0.25,17,1
38,24,0,3.9381,3.4387,0.0,0.0,25,1
28,20,0,4.1375,3.6842,0.0,0.2222,12,0
34,24,0,4.1607,3.835,0.0,0.0,8,0
10,0,0,2.9219,0.0,0.0,0.0,2,0
30,20,0,4.1232,3.9219,0.0,0.1212,15,1
36,26,0,4.0487,3.7483,0.0,0.0408,13,0
37,27,0,4.2293,3.9582,0.0,0.0435,18,1
38,31,0,4.1486,3.8245,0.0,0.0,14,1
40,30,0,4.4128,4.1614,0.0,0.0408,17,1
47,38,0,4.0965,3.8291,0.0,0.0,12,0
39,33,0,4.3555,4.0667,0.0,0.0,26,1
33,24,0,3.7755,3.4387,0.0,0.0,24,1
30,23,0,4.3232,4.1757,0.0,0.0541,16,1
28,21,0,4.107,3.8209,0.0,0.0,8,1
5,0,55,2.3219,0.0,4.4798,0.26,10,1
14,4,0,3.3788,2.0,0.0,0.1429,4,0
32,22,0,4.2889,3.6978,0.0,0.125,18,1
39,31,0,4.0091,3.8245,0.0,0.0,14,1
21,11,40,3.7849,3.2776,4.0226,0.1053,15,0
32,24,0,3.7303,3.4387,0.0,0.0,24,1
6,0,0,2.585,0.0,0.0,0.0,1,0
41,34,0,4.6866,4.3594,0.0,0.0816,18,1
41,27,0,4.3083,3.9582,0.0,0.0408,19,1
41,30,0,4.4218,4.1614,0.0,0.04,17,1
44,33,0,4.2656,4.0896,0.0,0.0,13,0
8,0,0,3.0,0.0,0.0,0.0,1,0
41,35,0,4.473,4.3357,0.0,0.0,12,1
41,27,40,4.2387,3.838,4.1562,0.0435,16,0
18,4,0,3.8366,2.0,0.0,0.1176,5,0
67,57,0,4.838,4.679,0.0,0.0417,16,1
15,8,0,3.3232,2.75,0.0,0.0,4,0
40,33,0,3.5797,3.384,0.0,0.0,34,1
35,21,0,4.3544,3.8209,0.0,0.0,9,1
36,29,40,4.0169,3.8144,4.2251,0.0222,15,0
34,23,0,4.4404,4.1757,0.0,0.125,9,0
5,0,0,2.3219,0.0,0.0,0.0,1,0
17,8,40,3.5725,2.75,3.9562,0.037,11,0
31,20,0,3.9134,3.5464,0.0,0.0,5,0
36,29,0,4.7601,4.4182,0.0,0.1951,18,1
26,16,0,3.8731,3.75,0.0,0.0,4,0
47,36,0,3.9402,3.7045,0.0,0.0,9,0
33,23,0,4.162,3.7081,0.0,0.0,12,1
9,0,0,2.7255,0.0,0.0,0.0,1,0
20,10,0,3.5842,3.1219,0.0,0.0,5,0
43,33,0,4.1359,4.0667,0.0,0.0,26,1
30,21,0,3.9484,3.4992,0.0,0.0,10,1
31,22,0,4.3248,3.8454,0.0,0.2581,16,1
39,28,0,3.9679,3.7709,0.0,0.0,13,0
38,31,40,4.2512,4.0023,4.3653,0.0667,19,0
31,23,0,4.3492,4.1757,0.0,0.0526,16,1
19,8,0,3.4316,2.75,0.0,0.0,5,0
